Sms,Label
"Get 1+1 DiagEasy Primary Health checkup at cost of 1
1+1Offer@ 999 only
61+ Tests
Sugar, Cholesterol, LFT,KFT,CBC, Thyroid
NABL LAB
Call @ 8448596563",0
"Dear Customer, +919115415801 is now available to take calls.",0
Your VPA sanju39chd@okaxis linked to Indian Bank a/c no. XXXXXX4658 is debited for Rs.150.00 and credited to paytmqr2810050501011gh1blb1akhv@paytm (UPI Ref no 211290348255).-Indian Bank,1
"Cash deposit of Rs 4500.00 to Acct 370505000344 has been initiated through ICICI Bank INSTA Banking. Pls quote Reference No. MCDA00094599401 at the counter. You will get another SMS confirming the completion of transaction. Request for a hard copy receipt, if you do not receive the confirmation SMS.",1
"22-Apr-22 14:31 बजे तक 50% दैनिक डेटा कोटा खर्च हो चुका है ।
जियो नंबर : 6280368198
प्लान के अनुसार कुल दैनिक डेटा : 1.50 GB
अपने जियो अकाउंट को कैसे मैनेज करें के बारे में अधिक जानने के लिए क्लिक करें https://youtu.be/vrNnGqFhqZM
वर्तमान बैलेंस, वैधता, प्लान विवरण और आकर्षक रीचार्ज प्लान के बारे में जानने के लिए 1991 डायल करें ।",0
"50% Daily Data quota used as on 22-Apr-22 14:31.
Jio Number : 6280368198
Daily Data quota as per plan : 1.50 GB
To know more on how to manage your account through MyJio app, click https://youtu.be/tchuJvIv_9I
Dial 1991, to know your current balance, validity, plan details and for exciting recharge plans.",0
"Dear 62803681XX, DEL vs RAJ, T20 Match is live on My11circle. Prize Pool - 4,83,00,000 (4.83Cr) Entry Fee - 49 Click - http://1kx.in/LX4bRD",0
"Important information - TRAI does not provide any NOC for installing mobile towers. If a fraudster brings a fake letter to you, inform the concerned service provider and the local police.",0
Your VPA sanju39chd@okaxis linked to Indian Bank a/c no. XXXXXX4658 is debited for Rs.200.00 and credited to shivuadiwal37@okhdfcbank (UPI Ref no 211281021914).-Indian Bank,1
"21-Apr-22 19:43 बजे तक 50% दैनिक डेटा कोटा खर्च हो चुका है ।
जियो नंबर : 6280368198
प्लान के अनुसार कुल दैनिक डेटा : 1.50 GB
अपने जियो अकाउंट को कैसे मैनेज करें के बारे में अधिक जानने के लिए क्लिक करें https://youtu.be/vrNnGqFhqZM
वर्तमान बैलेंस, वैधता, प्लान विवरण और आकर्षक रीचार्ज प्लान के बारे में जानने के लिए 1991 डायल करें ।",0
"50% Daily Data quota used as on 21-Apr-22 19:43.
Jio Number : 6280368198
Daily Data quota as per plan : 1.50 GB
To know more on how to manage your account through MyJio app, click https://youtu.be/tchuJvIv_9I
Dial 1991, to know your current balance, validity, plan details and for exciting recharge plans.",0
"Hey sanju, your FREE ENTRY worth Rs.25 is expiring soon! Join MI vs CSK before 7:30pm and win big. Tap here to play - dream11.com/leagues - Dream11",0
You have recently recharged your Jio No. 6280368198 . Please click www.jio.com/r/IpcZLErgJ to share your feedback on your recharge experience. Team Jio,0
"Get easy access to all you need! Activate International Roaming pack , Stream ad-free music, play free games, download & pay bills, recharge, activate ‘DND’, enjoy exclusive offers & more. To download, click https://bit.ly/37N4Mxe. ",0
"Hi 62803XXXXX,Open a Digital Savings Account online in just 5 minutes. Open 811 A/c now: http://kotk.in/3S6J65 T&C -Kbank",0
Paid Rs.470.82 to Vodafone Idea Ltd from Paytm Balance. Updated Balance: Paytm Wallet- Rs 0. More Details: https://paytm.me/Hl-aBK6,1
OTP for Online Transactions on your Indian Bank Debit Card 4988 is KQS-548142.This is valid for the next 5 min.Dt 21-04-22 11.38,0
- Never share OTP. Your OTP to link Paytm Account to Vodafone Idea Ltd: 638426. Not You? Report https://ap.p-y.tm/OFXLuO -,0
"Dear Saroj, You are eligible and may avail precaution dose at private vaccination center only after 21-04-2022. Please visit cowin.gov.in  CoWIN",0
"Rs. 15 , added just for you! We've credited your Junglee Rummy account so you can play cash games! Hurry & Play now: https://jrum.my/DQn5X",0
"50% Daily Data quota used as on 20-Apr-22 19:45.
Jio Number : 6280368198
Daily Data quota as per plan : 1.50 GB
To know more on how to manage your account through MyJio app, click https://youtu.be/tchuJvIv_9I
Dial 1991, to know your current balance, validity, plan details and for exciting recharge plans.",0
"20-Apr-22 19:45 बजे तक 50% दैनिक डेटा कोटा खर्च हो चुका है ।
जियो नंबर : 6280368198
प्लान के अनुसार कुल दैनिक डेटा : 1.50 GB
अपने जियो अकाउंट को कैसे मैनेज करें के बारे में अधिक जानने के लिए क्लिक करें https://youtu.be/vrNnGqFhqZM
वर्तमान बैलेंस, वैधता, प्लान विवरण और आकर्षक रीचार्ज प्लान के बारे में जानने के लिए 1991 डायल करें ।",0
Can't talk now. Can you call me later?,0
"Don't miss the last chance to get a FREE Ice-Cream Scoop on min Rs.300 bill at KEVENTERS Cafe, Apple's Height! Use code 04132TJDLS5 by 22 Apr. bit.ly/kevmap",0
"Dear 62803681XX,
PUN vs DEL, T20 Match is live on My11circle.
Prize Pool - 5,00,00,000 (5Crores)
Entry Fee - 49
Click - http://1kx.in/OI8z3rWi9dM",0
"बधाई हो,अपने रम्मी खाते में 2000 बोनस प्राप्त करें tx7.me/56g3ke",0
"Plan expired! Recharge now on Paytm & get upto Rs.100 Cashback - Code JIO100 each time for self & family. Flat Rs.30 Cashback for New User - Code JIONEW30. Recharge with Jio no.6280368198 Rs.239 plan (Data 1.5GB/day, Voice Unlimited Validity 28 days) T&CA. Click https://paytm.me/1x-a0Ed",0
"Dear Customer, You have 2 missed calls from +911408520085 . The last missed call was at 04:06 PM on 20-Apr-2022 . Thankyou, Team Jio.",0
"NEXTBILLION TECHNOLOGY at EOD 02/04/2022 reported your Fund bal Rs 0.670 & Securities bal 0. This excludes your Bank, DP and PMS bal with the broker-BSE",0
"Hi, finance charge of INR 6.00 has been reversed on your Bajaj Finserv RBL Bank SuperCard (XXXX07). The credit will reflect in your next statement. Please make your Card payments before the due date to avoid these charges in future.",1
"Hi, finance charge of INR 33.00 has been reversed on your Bajaj Finserv RBL Bank SuperCard (XXXX07). The credit will reflect in your next statement. Please make your Card payments before the due date to avoid these charges in future.",1
आपके जियो नंबर 6280368198 का प्लान ख़त्म हो चुका है और सेवाएं बंद हो गई हैं । अभी रिचार्ज करें । क्लिक करें www.jio.com/r/IoDpc49JD या जियो रिटेलर से संपर्क करें । अन्य प्लान के लिये 1991 पर कॉल करें ।,0
"अब कुछ और सोचने की ज़रूरत नहीं ।
Jio के साथ अन्य ऑपरेटर्स के तुलना में Rs.Jio 239 प्लान पर Rs.60 (20%) बचाएं और 28 दिनों के लिए रोज़ाना 1.5 GB पाएं । । अभी रिचार्ज करें www.jio.com/r/s8eecACBt",0
Your VPA sanju39chd@okaxis linked to Indian Bank a/c no. XXXXXX4658 is debited for Rs.239.00 and credited to jio@yesbank (UPI Ref no 211044684271).-Indian Bank,1
"आपके जियो नंबर 6280368198 पर Rs. 239.00 का रिचार्ज सफलतापूर्वक हो गया है।
इस रिचार्ज मे आपको मिलता है : Benefits: 
1. UNLIMITED DATA - 42 GB (1.5 GB/Day)
2. UNLIMITED CALLS 
3. 100 SMS/Day
4. Complimentary Jio Apps
Validity - 28 days
ट्राँज़ैक्शन आईडी : BR0007LYVG9I
अपने मौजूदा और आगामी प्लान के बारे में जानने के लिये क्लिक करें : https://www.jio.com/dl/my_plans
रीचार्ज का अपना अनुभव शेयर करने के लिए क्लिक करें https://www.jio.com/en-in/jio-rech-exp-survey-hindi?custid=BR0007LYVG9I
अपना मौजूदा बैलेंस, वैधता, प्लान की जानकारी और आकर्षक रिचार्ज प्लान के बारे में जानने के लिये 1991 पर कॉल करें।",0
"Recharge of Rs. 239.00 is successful for your Jio number 6280368198.
Entitlement: Benefits: 
1. UNLIMITED DATA - 42 GB (1.5 GB/Day)
2. UNLIMITED CALLS 
3. 100 SMS/Day
4. Complimentary Jio Apps
Validity - 28 days
Transaction ID: BR0007LYVG9I
To view details of your current and upcoming plan, click https://www.jio.com/dl/my_plans
To share your recharge experience, click https://www.jio.com/en-in/jio-rech-exp-survey?custid=BR0007LYVG9I
Dial 1991, to know your current balance, validity, plan details and for exciting recharge plans.",0
"Your plan for Jio no 6280368198 has expired & Services stopped. RECHARGE NOW Click www.jio.com/r/IoE0alWXR or visit Jio retailer. For other plans, call 1991.",0
"Your Stock broker NEXTBILLION TECHNOLOGY PRIVATE LIMITED. reported your fund balance Rs.0.67 & securities balance 0 as on end of 12-mar-2022. Balances do not cover your bank, DP & PMS balance with broking entity. Check details at ssk362861@gmail.com. If email Id not correct, kindly update with your broker - National Stock Exchange",0
"Dear Customer, +918054095516 is now available to take calls.",0
"Your Stock broker 5PAISA CAPITAL LIMITED. reported your fund balance Rs.-147.71 & securities balance 0 as on end of 12-mar-2022. Balances do not cover your bank, DP & PMS balance with broking entity. Check details at SSK362861@GMAIL.COM. If email Id not correct, kindly update with your broker - National Stock Exchange",0
"Dear Customer, You have 2 missed calls from +911408520025 . The last missed call was at 05:08 PM on 19-Apr-2022 . Thankyou, Team Jio.",0
"Hurry! Recharge Jio no.6280368198 on Amazon & get upto Rs.300 daily rewards for self & family. Upto Rs.50 Cashback for New User. Recharge with  Rs.239 plan (Data 1.5GB/day, Voice Unlimited ,Validity 28days) or more. T&CA. Click https://amazon.in/jio4",0
"अब कुछ और सोचने की ज़रूरत नहीं ।
Jio के साथ अन्य ऑपरेटर्स के तुलना में Rs.Jio 239 प्लान पर Rs.60 (20%) बचाएं और 28 दिनों के लिए रोज़ाना 1.5 GB पाएं । । अभी रिचार्ज करें www.jio.com/r/s7uAECs6Z",0
"अब कुछ और सोचने की ज़रूरत नहीं ।
Jio के साथ अन्य ऑपरेटर्स के तुलना में Rs.Jio 299 प्लान पर Rs.60 (20%) बचाएं और 28 दिनों के लिए रोज़ाना 2 GB पाएं । । अभी रिचार्ज करें www.jio.com/r/s7vPsrdtw",0
"Dear 62803681XX, 
LSG vs BAN T20 Match on MY11Circle
Prize Pool : 4,88,00,000 (4.88Cr)
Win Now : http://1kx.in/42zPkv",0
"5PAISA CAPITAL at EOD 02/04/2022 reported your Fund bal Rs -147.710 & Securities bal 0. This excludes your Bank, DP and PMS bal with the broker-BSE",0
"Your plan Rs 239-1m-1.5GB/D for Jio Number 6280368198 has expired on 19-Apr-22 09:25 Hrs. To continue enjoying Jio services, recharge immediately. 
To recharge, click https://www.jio.com/selfcare/recharge
Dial 1991, to know your current balance, validity, plan details and for exciting recharge plans.",0
"100% of daily 1.50 GB data quota exhausted as on 18-Apr-22 22:59. Jio Number : 6280368198 Daily high speed data quota will be restored on 19-Apr-22 01:19.
To know where you have consumed your data quota, click http://tiny1.jio.com/HelpfulTips",0
"18-Apr-22 22:59 बजे तक दैनिक 1.50 GB डेटा कोटा का 100% उपयोग किया जा चुका है ।
जियो नंबर : 6280368198
दैनिक हाइ-स्पीड डेटा कोटा 19-Apr-22 01:19 बजे फिर से बहाल हो जाएगा ।
यह जानने के लिए कि आपने अपने डेटा कोटा का उपयोग कहाँ किया है , क्लिक करें http://tiny1.jio.com/HelpfulTips",0
"18-Apr-22 22:54 बजे तक 90% दैनिक डेटा कोटा खर्च हो चुका है ।
जियो नंबर : 6280368198
प्लान के अनुसार कुल दैनिक डेटा : 1.50 GB
अपने डेटा कोटा को और भी बेहतर तरीक़े से मैनेज करने के लिए क्लिक करें - https://youtu.be/hnMRgnS6rJE
यदि आपके पास कोई अन्य डेटा प्लान नहीं है तो आपकी इंटरनेट स्पीड 1.50 GB के खर्च होते ही घटा दी जाएगी ।
हाई-स्पीड इंटरनेट का आनंद लेना जारी रखने के लिए https://www.jio.com/dl/data_voucher पर क्लिक करके रिचार्ज करें ।
वर्तमान बैलेंस, वैधता, प्लान विवरण और आकर्षक रीचार्ज प्लान के बारे में जानने के लिए 1991 डायल करें ।",0
"90% daily data quota used as on 18-Apr-22 22:54.
Jio Number : 6280368198
For tips on how to manage data quota effectively, click https://youtu.be/ZFUDydctV78
If you do not have any other data plan, your internet speed will be reduced on consumption of 1.50 GB.
To continue enjoying high speed internet, click https://www.jio.com/dl/data_voucher and recharge.
Dial 1991, to know your current balance, validity, plan details and for exciting recharge plans.",0
"18-Apr-22 20:17 बजे तक 50% दैनिक डेटा कोटा खर्च हो चुका है ।
जियो नंबर : 6280368198
प्लान के अनुसार कुल दैनिक डेटा : 1.50 GB
अपने जियो अकाउंट को कैसे मैनेज करें के बारे में अधिक जानने के लिए क्लिक करें https://youtu.be/vrNnGqFhqZM
वर्तमान बैलेंस, वैधता, प्लान विवरण और आकर्षक रीचार्ज प्लान के बारे में जानने के लिए 1991 डायल करें ।",0
"50% Daily Data quota used as on 18-Apr-22 20:17.
Jio Number : 6280368198
Daily Data quota as per plan : 1.50 GB
To know more on how to manage your account through MyJio app, click https://youtu.be/tchuJvIv_9I
Dial 1991, to know your current balance, validity, plan details and for exciting recharge plans.",0
"Hurry! Recharge Jio no.6280368198 on Paytm & get upto Rs.100 Cashback - Code JIO100 each time for self & family.Flat Rs.30 Cashback for New User - Code JIONEW30. Recharge with Rs.239 plan (Data 1.5GB/day, Voice Unlimited, Validity 28days) or more. T&CA. Click https://paytm.me/1x-a0Ed",0
"Last 2 hours, ₹1 Crore 1st Prize for 🏆 RAJ vs KOL #T20 Match on My11Circle!

Register for FREE & Get ₹1500 instant bonus on your first deposit!

Make your team now 🏏
👉 https://1mm.in/my11C",0
"बधाई हो,अपने रम्मी खाते में 2000 बोनस प्राप्त करें tx7.me/3ckq43",0
"Dear 62803681XX, 
RAJ vs KOL T20 Match on MY11Circle
Prize Pool : 4,88,00,000 (4.88Cr)
Win Now : http://2lm.in/sOaP4z",0
"अब कुछ और सोचने की ज़रूरत नहीं ।
Jio के साथ अन्य ऑपरेटर्स के तुलना में Rs.Jio 299 प्लान पर Rs.60 (20%) बचाएं और 28 दिनों के लिए रोज़ाना 2 GB पाएं । । अभी रिचार्ज करें www.jio.com/r/s6VXzyNYK",0
"Dear Customer, You have 2 missed calls from +919646762302 . The last missed call was at 12:10 PM on 18-Apr-2022 . Thankyou, Team Jio.",0
"Dear 62803681XX,
RAJ vs KOL T20 Match on MY11Circle
Prize Pool : 4,88,00,000 (4.88Crores)
Win Now :  http://1kx.in/OI8z3rWi9dM",0
"Dear Saroj, You are eligible and may avail precaution dose at private vaccination center only after 21-04-2022. Please visit cowin.gov.in  CoWIN",0
"अब कुछ और सोचने की ज़रूरत नहीं ।
Jio के साथ अन्य ऑपरेटर्स के तुलना में Rs.Jio 239 प्लान पर Rs.60 (20%) बचाएं और 28 दिनों के लिए रोज़ाना 1.5 GB पाएं । । अभी रिचार्ज करें www.jio.com/r/s6UD5IjuG",0
"Sell your car from the comfort of your home at CARS24 Get Best Price, Book Appointment Now 8929100590 Home INSPECTION Available",0
"Your current plan Rs 239-1m-1.5GB/D for Jio number 6280368198 will expire on 19-Apr-22 09:25 Hrs. After current plan expiry, your services will stop working if you do not recharge with a plan. 
To recharge, click https://www.jio.com/selfcare/recharge 
Dial 1991, to know your current balance, validity, plan details and for exciting recharge plans.",0
<#> 4346 is your Disney+ Hotstar verification code. Enjoy watching!,0
"17-Apr-22 20:34 बजे तक दैनिक 1.50 GB डेटा कोटा का 100% उपयोग किया जा चुका है ।
जियो नंबर : 6280368198
दैनिक हाइ-स्पीड डेटा कोटा 18-Apr-22 01:19 बजे फिर से बहाल हो जाएगा ।
यह जानने के लिए कि आपने अपने डेटा कोटा का उपयोग कहाँ किया है , क्लिक करें http://tiny1.jio.com/HelpfulTips",0
"100% of daily 1.50 GB data quota exhausted as on 17-Apr-22 20:34. Jio Number : 6280368198 Daily high speed data quota will be restored on 18-Apr-22 01:19.
To know where you have consumed your data quota, click http://tiny1.jio.com/HelpfulTips",0
"17-Apr-22 16:55 बजे तक 90% दैनिक डेटा कोटा खर्च हो चुका है ।
जियो नंबर : 6280368198
प्लान के अनुसार कुल दैनिक डेटा : 1.50 GB
अपने डेटा कोटा को और भी बेहतर तरीक़े से मैनेज करने के लिए क्लिक करें - https://youtu.be/hnMRgnS6rJE
यदि आपके पास कोई अन्य डेटा प्लान नहीं है तो आपकी इंटरनेट स्पीड 1.50 GB के खर्च होते ही घटा दी जाएगी ।
हाई-स्पीड इंटरनेट का आनंद लेना जारी रखने के लिए https://www.jio.com/dl/data_voucher पर क्लिक करके रिचार्ज करें ।
वर्तमान बैलेंस, वैधता, प्लान विवरण और आकर्षक रीचार्ज प्लान के बारे में जानने के लिए 1991 डायल करें ।",0
"90% daily data quota used as on 17-Apr-22 16:55.
Jio Number : 6280368198
For tips on how to manage data quota effectively, click https://youtu.be/ZFUDydctV78
If you do not have any other data plan, your internet speed will be reduced on consumption of 1.50 GB.
To continue enjoying high speed internet, click https://www.jio.com/dl/data_voucher and recharge.
Dial 1991, to know your current balance, validity, plan details and for exciting recharge plans.",0
"Recharge your Jio no. 6280368198 today with Rs.299 plan. Recharge on Paytm & get Cashback upto Rs.100, Existing User-Code JIO100, New User Code JIONEW30. T&CA. Click https://paytm.me/1x-a0Ed",0
"Dear 62803681XX, 
HYD vs PUN T20 Match on MY11Circle
Prize Pool : 4,49,00,000 (4.49Cr)
Win Now : http://2lm.in/4ByEbD",0
"17-Apr-22 14:03 बजे तक 50% दैनिक डेटा कोटा खर्च हो चुका है ।
जियो नंबर : 6280368198
प्लान के अनुसार कुल दैनिक डेटा : 1.50 GB
अपने जियो अकाउंट को कैसे मैनेज करें के बारे में अधिक जानने के लिए क्लिक करें https://youtu.be/vrNnGqFhqZM
वर्तमान बैलेंस, वैधता, प्लान विवरण और आकर्षक रीचार्ज प्लान के बारे में जानने के लिए 1991 डायल करें ।",0
"50% Daily Data quota used as on 17-Apr-22 14:03.
Jio Number : 6280368198
Daily Data quota as per plan : 1.50 GB
To know more on how to manage your account through MyJio app, click https://youtu.be/tchuJvIv_9I
Dial 1991, to know your current balance, validity, plan details and for exciting recharge plans.",0
"Hi sanju, your 50% Discount is expiring soon! Join PBKS vs SRH before 3:30pm & WIN BIG on Dream11! Play now: dream11.com/leagues",0
"Dear 62803681XX,
PUN vs HYD T20 Match on MY11Circle
Prize Pool : 4,49,00,000 (4.49Crores)
Win Now :  http://1kx.in/OI8z3rWi9dM",0
"Hi 62803681XX, PUN vs HYD T20 Match on MY11circle Prize Pool - 4,49,13,125 (4.49CR) Entry Fees - 49 Win Now - SR7.in/I3BDC-17656D046",0
"Congrats 93569650XX

CHE vs GUJ T20 TODAY

Receive Rs 1500* Bonus

Download MY11CIRCLE App

Play Pool: 4,49,00,000(4.49CR)

SUACLS az1.in/Exe/TtXQPWc",0
"अब कुछ और सोचने की ज़रूरत नहीं ।
Jio के साथ अन्य ऑपरेटर्स के तुलना में Rs.Jio 299 प्लान पर Rs.60 (20%) बचाएं और 28 दिनों के लिए रोज़ाना 2 GB पाएं । । अभी रिचार्ज करें www.jio.com/r/s6nUWh4ef",0
"Your plan for Jio no 6280368198 expires on 19-04-2022 .Avoid STOPPAGE of services,RECHARGE Now Click www.jio.com/r/InmCN7a9a .For other plans, call 1991.",0
"आपके Jio नंबर 6280368198  के प्लान की वैधता जल्द ही समाप्त हो जाएगी| रीचार्ज करें रु.299 से  और पायें आसिमित वॉइस कॉल्स, 2 GB प्रतिदिन, असीमित डेटा 28 दिनों के लिए| रीचार्ज के लिए क्लिक करें www.jio.com/r/s6e7LzGR7 | नियम व शर्तें लागू",0
आपके जियो नंबर 6280368198 का प्लान 19-04-2022 को ख़त्म हो जाएगा । सेवाओं के बंद होने से बचें । अभी रिचार्ज करें । क्लिक करें www.jio.com/r/InmOe1e5C अन्य प्लान के लिये 1991 पर कॉल करें ।,0
"To cancel a VAS subscription, SMS STOP to or call 155223 (toll free) and select the service you wish to deactivate.",0
Your VPA sanju39chd@okaxis linked to Indian Bank a/c no. XXXXXX4658 is debited for Rs.55.00 and credited to ravindergiri30094@oksbi (UPI Ref no 210773738409).-Indian Bank,1
Your VPA sanju39chd@okaxis linked to Indian Bank a/c no. XXXXXX4658 is debited for Rs.40.00 and credited to mohraraju792@okicici (UPI Ref no 210670792377).-Indian Bank,1
Your VPA sanju39chd@okaxis linked to Indian Bank a/c no. XXXXXX4658 is debited for Rs.100.00 and credited to lovelybro281@okaxis (UPI Ref no 210667680575).-Indian Bank,1
Knock Knock! Your Free Ticket is about to expire. Use it to play in the National Ludo Series & win upto Rs.2.5 Cr - bit.ly/3LSwOqe. Ignore if used - MPL,0
"Dear Sarbjeet , we noticed you haven't transacted with us in last 15 months, your Reward points are expiring on 2022-05-16T00:00:00 due to inactivity. Transact now before it's too late! Remember, 1pt=Rs.1. To know more download app http://onelink.to/brandsurveysms *T&C Apply. Regards Maruti Suzuki.",0
Recharge your Jio no. 6280368198  today with Rs.299 plan. Recharge on PhonePe get rewards upto Rs.500 each on first 4 recharges for self & family by paying via UPI T&CA. Click https://phon.pe/jion1,0
"Dear 62803681XX, 
MUM vs LSG T20 Match on MY11Circle
Prize Pool : 5,18,00,000 (5.18Cr)
Win Now : http://2lm.in/t16g5L",0
"LIVE Breaking news - Stay updated with latest news with Aaj Tak, India Today, Sun News & more channels on Vi Movies & TV app! Just click https://bit.ly/Vimtv-d1",0
Your VPA sanju39chd@okaxis linked to Indian Bank a/c no. XXXXXX4658 is debited for Rs.210.00 and credited to paytmqr281005050101r5spc800n6j7@paytm (UPI Ref no 210659968041).-Indian Bank,1
"Dear 62803681XX,
MUM vs LSG T20 Match on MY11Circle
Prize Pool : 5,18,00,000 (5.18Crores)
Win Now :  http://1kx.in/OI8z3rWi9dM",0
"अब कुछ और सोचने की ज़रूरत नहीं ।
Jio के साथ अन्य ऑपरेटर्स के तुलना में Rs.Jio 299 प्लान पर Rs.60 (20%) बचाएं और 28 दिनों के लिए रोज़ाना 2 GB पाएं । । अभी रिचार्ज करें www.jio.com/r/s5IRwFHYW",0
"Dear 62803681XX, 
MUM vs LSG T20 Match on MY11Circle
Prize Pool : 5,18,00,000 (5.18Cr)
Win Now : http://2lm.in/uCYV3u",0
"Your plan for Jio no 6280368198 expires on 19-04-2022 .Avoid STOPPAGE of services,RECHARGE Now Click www.jio.com/r/ImZddWuxQ .For other plans, call 1991.",0
आपके जियो नंबर 6280368198 का प्लान 19-04-2022 को ख़त्म हो जाएगा । सेवाओं के बंद होने से बचें । अभी रिचार्ज करें । क्लिक करें www.jio.com/r/ImYoANOk3 अन्य प्लान के लिये 1991 पर कॉल करें ।,0
"आपके Jio नंबर 6280368198  के प्लान की वैधता जल्द ही समाप्त हो जाएगी| रीचार्ज करें रु.299 से  और पायें आसिमित वॉइस कॉल्स, 2 GB प्रतिदिन, असीमित डेटा 28 दिनों के लिए| रीचार्ज के लिए क्लिक करें www.jio.com/r/s5ASHDXlV | नियम व शर्तें लागू",0
"100% of daily 1.50 GB data quota exhausted as on 15-Apr-22 21:27. Jio Number : 6280368198 Daily high speed data quota will be restored on 16-Apr-22 01:19.
To know where you have consumed your data quota, click http://tiny1.jio.com/HelpfulTips",0
"15-Apr-22 21:27 बजे तक दैनिक 1.50 GB डेटा कोटा का 100% उपयोग किया जा चुका है ।
जियो नंबर : 6280368198
दैनिक हाइ-स्पीड डेटा कोटा 16-Apr-22 01:19 बजे फिर से बहाल हो जाएगा ।
यह जानने के लिए कि आपने अपने डेटा कोटा का उपयोग कहाँ किया है , क्लिक करें http://tiny1.jio.com/HelpfulTips",0
"15-Apr-22 20:44 बजे तक 90% दैनिक डेटा कोटा खर्च हो चुका है ।
जियो नंबर : 6280368198
प्लान के अनुसार कुल दैनिक डेटा : 1.50 GB
अपने डेटा कोटा को और भी बेहतर तरीक़े से मैनेज करने के लिए क्लिक करें - https://youtu.be/hnMRgnS6rJE
यदि आपके पास कोई अन्य डेटा प्लान नहीं है तो आपकी इंटरनेट स्पीड 1.50 GB के खर्च होते ही घटा दी जाएगी ।
हाई-स्पीड इंटरनेट का आनंद लेना जारी रखने के लिए https://www.jio.com/dl/data_voucher पर क्लिक करके रिचार्ज करें ।
वर्तमान बैलेंस, वैधता, प्लान विवरण और आकर्षक रीचार्ज प्लान के बारे में जानने के लिए 1991 डायल करें ।",0
"90% daily data quota used as on 15-Apr-22 20:44.
Jio Number : 6280368198
For tips on how to manage data quota effectively, click https://youtu.be/ZFUDydctV78
If you do not have any other data plan, your internet speed will be reduced on consumption of 1.50 GB.
To continue enjoying high speed internet, click https://www.jio.com/dl/data_voucher and recharge.
Dial 1991, to know your current balance, validity, plan details and for exciting recharge plans.",0
"Your Stock broker NEXTBILLION TECHNOLOGY PRIVATE LIMITED. reported your fund balance Rs.0.67 & securities balance 0 as on end of 05-mar-2022. Balances do not cover your bank, DP & PMS balance with broking entity. Check details at ssk362861@gmail.com. If email Id not correct, kindly update with your broker - National Stock Exchange",0
"*This is NOT a hoax*
Get 25% cashback (upto 1000/-)
on our top products
using Walnut 369.


Shop Now: bit.ly/37jjOuQ

Team boAt",0
Open a Digital Savings Account online that's ready in 5 minutes! Get Kotak 811 Savings A/c instantly: http://mqml.co/2Xe T&C Apply -Kbank.,0
"Dear Customer, You have a missed call from +918427277484 . The last missed call was at 05:08 PM on 15-Apr-2022 . Thankyou, Team Jio.",0
Congrats! We've credited Ludo Win ticket to your wallet. Use it now to play in the National Ludo Series and win upto Rs.2.5 Cr. Redeem Now: bit.ly/3LSwOqe - MPL,0
Recharge your Jio no. 6280368198 today with Rs.299 plan. Recharge on Amazon. Existing user gets upto Rs.300 daily rewards & New User gets upto Rs.50 Cashback T&CA. Click https://amazon.in/jio4,0
Your VPA sanju39chd@okaxis linked to Indian Bank a/c no. XXXXXX4658 is debited for Rs.20.00 and credited to paytmqr281005050101d4xa9ut3xdt1@paytm (UPI Ref no 210545329656).-Indian Bank,1
"Dear 62803681XX,
HYD vs KOL T20 Match on MY11Circle
Prize Pool : 6,55,00,000 (6.55Crores)
Win Now :  http://1kx.in/OI8z3rWi9dM",0
"Your Stock broker 5PAISA CAPITAL LIMITED. reported your fund balance Rs.-147.71 & securities balance 0 as on end of 05-mar-2022. Balances do not cover your bank, DP & PMS balance with broking entity. Check details at SSK362861@GMAIL.COM. If email Id not correct, kindly update with your broker - National Stock Exchange",0
"Hi sanju, your 50% Discount is expiring soon! Join SRH vs KOL before 7:30pm & WIN BIG on Dream11! Play now: dream11.com/leagues",0
"Receive Rs.1500* Bonus



HYD vs KOL T20 MATCH TODAY



Download MY11CIRCLE App



Win Real Cash w2d.me/vm6pp",0
"Dear 62803681XX,
HYD vs KOL T20 Match on MY11Circle
Prize Pool : 6,55,00,000 (6.55Crores)
Win Now :  http://1kx.in/OI8z3rWi9dM",0
"15-Apr-22 12:27 बजे तक 50% दैनिक डेटा कोटा खर्च हो चुका है ।
जियो नंबर : 6280368198
प्लान के अनुसार कुल दैनिक डेटा : 1.50 GB
अपने जियो अकाउंट को कैसे मैनेज करें के बारे में अधिक जानने के लिए क्लिक करें https://youtu.be/vrNnGqFhqZM
वर्तमान बैलेंस, वैधता, प्लान विवरण और आकर्षक रीचार्ज प्लान के बारे में जानने के लिए 1991 डायल करें ।",0
"50% Daily Data quota used as on 15-Apr-22 12:27.
Jio Number : 6280368198
Daily Data quota as per plan : 1.50 GB
To know more on how to manage your account through MyJio app, click https://youtu.be/tchuJvIv_9I
Dial 1991, to know your current balance, validity, plan details and for exciting recharge plans.",0
Your VPA sanju39chd@okaxis linked to Indian Bank a/c no. XXXXXX4658 is debited for Rs.1.00 and credited to paytmqr281005050101phi2d7eobitk@paytm (UPI Ref no 210540062870).-Indian Bank,1
"Sell Your Car now at CARS24
and get Best Car price.
Give Misscall
9319283992
& Book Car Inspection at Your Home. 
1pr.in/s/DSGS5E15",0
"Dear Customer, You have a missed call from +917082282508 . The last missed call was at 11:37 AM on 15-Apr-2022 . Thankyou, Team Jio.",0
